"store","sku","qty","is_in_stock","gia_si","price"
"admin","DC194","0.0000","0","25000.0000","50000.0000"
"admin","DC195","0.0000","0","25000.0000","50000.0000"
"admin","DC196","0.0000","0","25000.0000","50000.0000"
"admin","DC197","0.0000","0","25000.0000","50000.0000"
"admin","DC198","0.0000","0","25000.0000","50000.0000"
"admin","N212","100.0000","0","18000.0000","36000.0000"
"admin","N213","100.0000","0","10000.0000","20000.0000"
"admin","VT104","100.0000","0","35000.0000","70000.0000"
"admin","VT105","100.0000","0","40000.0000","80000.0000"
"admin","VT106","100.0000","0","35000.0000","70000.0000"
"admin","VT107","100.0000","0","15000.0000","30000.0000"
"admin","VT108","100.0000","0","15000.0000","30000.0000"
"admin","VT109","100.0000","0","40000.0000","80000.0000"
"admin","VT110","100.0000","0","35000.0000","70000.0000"
"admin","VT111","100.0000","0","20000.0000","40000.0000"
"admin","VT112","100.0000","0","20000.0000","40000.0000"
"admin","VT113","100.0000","0","35000.0000","70000.0000"
"admin","VT114","100.0000","0","35000.0000","70000.0000"
"admin","VT115","100.0000","0","45000.0000","90000.0000"
"admin","VT116","100.0000","0","30000.0000","60000.0000"
"admin","KQ001","100.0000","0","50000.0000","100000.0000"
"admin","KQ002","100.0000","0","50000.0000","100000.0000"
"admin","KQ003","100.0000","0","50000.0000","100000.0000"
"admin","KQ004","100.0000","0","50000.0000","100000.0000"
"admin","KQ005","100.0000","1","50000.0000","100000.0000"
"admin","KQ006","100.0000","1","50000.0000","100000.0000"
"admin","KQ007","100.0000","0","50000.0000","100000.0000"
"admin","BA060","100.0000","1","60000.0000","120000.0000"
"admin","BT201","100.0000","0","10000.0000","20000.0000"
"admin","BT334","100.0000","1","20000.0000","40000.0000"
"admin","BT335","100.0000","0","25000.0000","50000.0000"
"admin","BT336","100.0000","0","30000.0000","60000.0000"
"admin","BT337","100.0000","0","15000.0000","30000.0000"
"admin","BT339","100.0000","0","10000.0000","20000.0000"
"admin","BT342","100.0000","0","18000.0000","36000.0000"
"admin","BT346","100.0000","0","30000.0000","60000.0000"
"admin","BT352","100.0000","1","10000.0000","20000.0000"
"admin","BT353","99.0000","1","12000.0000","24000.0000"
"admin","BT354","100.0000","0","10000.0000","20000.0000"
"admin","BT355","100.0000","0","12000.0000","24000.0000"
"admin","BT356","100.0000","0","27000.0000","54000.0000"
"admin","BT357","100.0000","0","25000.0000","50000.0000"
"admin","BT358","100.0000","0","22000.0000","44000.0000"
"admin","BT359","100.0000","0","20000.0000","40000.0000"
"admin","BT360","100.0000","0","16000.0000","32000.0000"
"admin","BT361","100.0000","0","20000.0000","40000.0000"
"admin","BT362","100.0000","0","30000.0000","60000.0000"
"admin","DC199","0.0000","0","12000.0000","24000.0000"
"admin","DC200","0.0000","0","40000.0000","80000.0000"
"admin","DC201","0.0000","0","25000.0000","50000.0000"
"admin","DC202","0.0000","0","30000.0000","60000.0000"
"admin","DC203","0.0000","0","80000.0000","160000.0000"
"admin","DC204","0.0000","0","24000.0000","46000.0000"
"admin","DC205","0.0000","0","40000.0000","80000.0000"
"admin","N214","100.0000","0","25000.0000","50000.0000"
"admin","N215","100.0000","1","10000.0000","20000.0000"
"admin","N216","100.0000","0","15000.0000","30000.0000"
"admin","N217","100.0000","0","12000.0000","24000.0000"
"admin","VT117","100.0000","0","36000.0000","72000.0000"
"admin","BA061","100.0000","0","160000.0000","240000.0000"
"admin","BA062","100.0000","0","100000.0000","160000.0000"
"admin","BA063","100.0000","0","100000.0000","160000.0000"
"admin","BA064","100.0000","0","100000.0000","160000.0000"
"admin","BA065","100.0000","0","150000.0000","230000.0000"
"admin","BA066","100.0000","0","100000.0000","160000.0000"
"admin","BA067","100.0000","0","120000.0000","200000.0000"
"admin","BA068","100.0000","0","160000.0000","240000.0000"
"admin","BA069","100.0000","0","190000.0000","270000.0000"
"admin","BA070","100.0000","0","190000.0000","270000.0000"
"admin","BA071","100.0000","0","160000.0000","240000.0000"
"admin","BA072","100.0000","0","160000.0000","240000.0000"
"admin","BA073","100.0000","1","160000.0000","240000.0000"
"admin","BA074","100.0000","0","180000.0000","260000.0000"
"admin","BA119","100.0000","0","105000.0000","160000.0000"
"admin","BA120","100.0000","0","90000.0000","140000.0000"
"admin","BA121","100.0000","0","90000.0000","140000.0000"
"admin","BA122","100.0000","1","95000.0000","150000.0000"
"admin","BA123","100.0000","0","125000.0000","190000.0000"
"admin","BA124","100.0000","0","125000.0000","190000.0000"
"admin","BA125","100.0000","0","160000.0000","210000.0000"
"admin","BA126","100.0000","0","95000.0000","150000.0000"
"admin","BA127","100.0000","1","145000.0000","200000.0000"
"admin","BA128","100.0000","0","65000.0000","110000.0000"
"admin","BA129","100.0000","0","65000.0000","110000.0000"
"admin","BA130","100.0000","0","65000.0000","110000.0000"
"admin","BA131","100.0000","0","105000.0000","160000.0000"
"admin","BA132","100.0000","0","160000.0000","210000.0000"
"admin","BA133","100.0000","1","120000.0000","210000.0000"
"admin","BA134","100.0000","0","100000.0000","160000.0000"
"admin","BA135","100.0000","1","190000.0000","270000.0000"
"admin","BT338","100.0000","1","10000.0000","20000.0000"
"admin","BT575","100.0000","0","32000.0000","64000.0000"
"admin","BT576","100.0000","0","25000.0000","50000.0000"
"admin","BT577","100.0000","0","25000.0000","50000.0000"
"admin","BT578","100.0000","0","26000.0000","52000.0000"
"admin","BT592","100.0000","0","16000.0000","32000.0000"
"admin","BT593","100.0000","0","18000.0000","36000.0000"
"admin","BT579","100.0000","0","25000.0000","50000.0000"
"admin","BT580","100.0000","0","21000.0000","42000.0000"
"admin","BT581","100.0000","0","27000.0000","54000.0000"
"admin","BT582","99.0000","1","10000.0000","20000.0000"
"admin","DC320","0.0000","0","45000.0000","90000.0000"
"admin","DC321","2.0000","1","70000.0000","140000.0000"
"admin","DC445","0.0000","0","95000.0000","190000.0000"
"admin","DC446","0.0000","0","77000.0000","154000.0000"
"admin","DC447","0.0000","0","77000.0000","154000.0000"
"admin","DC448","0.0000","0","70000.0000","140000.0000"
"admin","DC449","0.0000","0","70000.0000","140000.0000"
"admin","DC450","0.0000","0","70000.0000","140000.0000"
"admin","DC451","0.0000","0","68000.0000","136000.0000"
"admin","DC452","3.0000","1","30000.0000","60000.0000"
"admin","DC453","4.0000","1","34000.0000","68000.0000"
"admin","DC454","0.0000","0","35000.0000","70000.0000"
"admin","DC455","0.0000","0","40000.0000","80000.0000"
"admin","BT594","100.0000","1","15000.0000","30000.0000"
"admin","DC456","0.0000","0","38000.0000","74000.0000"
"admin","DC457","1.0000","1","42000.0000","84000.0000"
"admin","DC458","0.0000","0","42000.0000","84000.0000"
"admin","DC459","1.0000","1","42000.0000","84000.0000"
"admin","DC460","0.0000","0","45000.0000","90000.0000"
"admin","DC461","0.0000","0","45000.0000","90000.0000"
"admin","DC462","0.0000","0","45000.0000","90000.0000"
"admin","DC463","0.0000","0","52000.0000","104000.0000"
"admin","DC464","0.0000","0","28000.0000","56000.0000"
"admin","DC465","0.0000","0","26000.0000","52000.0000"
"admin","DC466","0.0000","0","35000.0000","70000.0000"
"admin","DC467","0.0000","0","55000.0000","110000.0000"
"admin","DC468","0.0000","0","40000.0000","80000.0000"
"admin","DC469","0.0000","0","40000.0000","80000.0000"
"admin","DC470","0.0000","0","55000.0000","110000.0000"
"admin","DC471","0.0000","0","50000.0000","100000.0000"
"admin","BT595","100.0000","1","15000.0000","30000.0000"
"admin","KQ-TEST","100.0000","0","100000.0000","150000.0000"
"admin","DC472","0.0000","0","40000.0000","80000.0000"
"admin","DC473","0.0000","0","38000.0000","76000.0000"
"admin","DC474","0.0000","0","55000.0000","110000.0000"
"admin","DC475","0.0000","0","60000.0000","120000.0000"
"admin","DC476","0.0000","0","60000.0000","120000.0000"
"admin","DC477","0.0000","0","85000.0000","170000.0000"
"admin","DC478","0.0000","0","60000.0000","120000.0000"
"admin","DC479","0.0000","0","25000.0000","50000.0000"
"admin","DC480","1.0000","1","20000.0000","40000.0000"
"admin","DC481","1.0000","1","22000.0000","44000.0000"
"admin","DC482","0.0000","0","23000.0000","46000.0000"
"admin","DC483","0.0000","0","22000.0000","44000.0000"
"admin","DC484","0.0000","0","27000.0000","54000.0000"
"admin","DC485","1.0000","1","20000.0000","40000.0000"
"admin","DC486","0.0000","0","23000.0000","46000.0000"
"admin","DC487","0.0000","0","40000.0000","80000.0000"
"admin","DC488","0.0000","0","30000.0000","60000.0000"
"admin","DC489","0.0000","0","16000.0000","32000.0000"
"admin","BT363","100.0000","0","30000.0000","60000.0000"
"admin","DC206","0.0000","0","36000.0000","72000.0000"
"admin","DC207","0.0000","0","45000.0000","90000.0000"
"admin","DC208","0.0000","0","35000.0000","70000.0000"
"admin","DC209","0.0000","0","30000.0000","60000.0000"
"admin","DC210","0.0000","0","40000.0000","80000.0000"
"admin","DC211","0.0000","0","24000.0000","48000.0000"
"admin","DC212","0.0000","0","28000.0000","56000.0000"
"admin","DC213","0.0000","0","22000.0000","44000.0000"
"admin","DC214","0.0000","0","18000.0000","36000.0000"
"admin","DC215","0.0000","0","21000.0000","42000.0000"
"admin","KT093","100.0000","1","20000.0000","40000.0000"
"admin","KT094","100.0000","1","20000.0000","40000.0000"
"admin","KT095","100.0000","1","20000.0000","40000.0000"
"admin","KT096","100.0000","0","35000.0000","70000.0000"
"admin","VT118","100.0000","0","40000.0000","80000.0000"
"admin","VT119","100.0000","0","40000.0000","80000.0000"
"admin","VT120","100.0000","0","35000.0000","70000.0000"
"admin","VT121","100.0000","0","30000.0000","60000.0000"
"admin","DC490","0.0000","0","45000.0000","90000.0000"
"admin","DC491","1.0000","1","40000.0000","80000.0000"
"admin","VT122","100.0000","0","32000.0000","64000.0000"
"admin","VT123","100.0000","0","30000.0000","60000.0000"
"admin","VT124","100.0000","0","17000.0000","34000.0000"
"admin","VT125","100.0000","0","45000.0000","90000.0000"
"admin","BK001","100.0000","0","150000.0000","300000.0000"
"admin","BK002","100.0000","0","150000.0000","300000.0000"
"admin","BK003","100.0000","0","150000.0000","300000.0000"
"admin","BK004","100.0000","1","150000.0000","300000.0000"
"admin","BK005","100.0000","0","180000.0000","360000.0000"
"admin","BK006","100.0000","1","180000.0000","360000.0000"
"admin","BK008","100.0000","1","180000.0000","360000.0000"
"admin","BK009","100.0000","1","180000.0000","360000.0000"
"admin","BK010","100.0000","1","180000.0000","360000.0000"
"admin","BA075","100.0000","0","120000.0000","200000.0000"
"admin","BA076","100.0000","0","150000.0000","250000.0000"
"admin","BA077","100.0000","0","160000.0000","270000.0000"
"admin","BA078","100.0000","0","160000.0000","270000.0000"
"admin","BT364","100.0000","1","10000.0000","20000.0000"
"admin","BT365","100.0000","1","17000.0000","34000.0000"
"admin","BT366","100.0000","0","17000.0000","34000.0000"
"admin","DC492","0.0000","0","30000.0000","60000.0000"
"admin","BT368","100.0000","0","24000.0000","48000.0000"
"admin","BT369","100.0000","0","17000.0000","34000.0000"
"admin","BT370","100.0000","0","55000.0000","110000.0000"
"admin","BT371","100.0000","0","45000.0000","90000.0000"
"admin","BT372","100.0000","0","55000.0000","110000.0000"
"admin","BT373","100.0000","0","30000.0000","60000.0000"
"admin","BT374","100.0000","0","30000.0000","60000.0000"
"admin","BT375","100.0000","0","40000.0000","80000.0000"
"admin","BT376","100.0000","0","40000.0000","80000.0000"
"admin","BT377","100.0000","0","45000.0000","90000.0000"
"admin","BT378","100.0000","0","50000.0000","100000.0000"
"admin","BT379","100.0000","0","50000.0000","100000.0000"
"admin","BT380","100.0000","0","40000.0000","80000.0000"
"admin","BT381","100.0000","0","40000.0000","80000.0000"
"admin","DC216","0.0000","0","70000.0000","140000.0000"
"admin","DC217","0.0000","0","70000.0000","140000.0000"
"admin","DC218","0.0000","0","70000.0000","140000.0000"
"admin","DC219","0.0000","0","70000.0000","140000.0000"
"admin","DC220","0.0000","0","60000.0000","120000.0000"
"admin","DC221","0.0000","0","110000.0000","220000.0000"
"admin","DC222","0.0000","0","55000.0000","110000.0000"
"admin","DC223","0.0000","0","60000.0000","120000.0000"
"admin","DC224","0.0000","0","50000.0000","100000.0000"
"admin","DC225","0.0000","0","30000.0000","60000.0000"
"admin","DC226","0.0000","0","110000.0000","220000.0000"
"admin","DC227","0.0000","0","60000.0000","120000.0000"
"admin","DC228","0.0000","0","70000.0000","140000.0000"
"admin","DC229","0.0000","0","55000.0000","110000.0000"
"admin","DC230","0.0000","0","40000.0000","80000.0000"
"admin","DC231","0.0000","0","75000.0000","150000.0000"
"admin","DC232","0.0000","0","80000.0000","160000.0000"
"admin","DC233","0.0000","0","65000.0000","130000.0000"
"admin","DC234","0.0000","0","55000.0000","110000.0000"
"admin","DC235","0.0000","0","12000.0000","24000.0000"
"admin","VT057","100.0000","0","17000.0000","34000.0000"
"admin","VT126","100.0000","0","30000.0000","60000.0000"
"admin","VT127","100.0000","0","32000.0000","64000.0000"
"admin","VT128","100.0000","0","25000.0000","50000.0000"
"admin","VT129","100.0000","0","40000.0000","80000.0000"
"admin","VT130","100.0000","0","40000.0000","80000.0000"
"admin","VT131","100.0000","0","35000.0000","70000.0000"
"admin","VT132","100.0000","0","40000.0000","80000.0000"
"admin","VT133","100.0000","1","15000.0000","30000.0000"
"admin","VT134","100.0000","0","18000.0000","36000.0000"
"admin","VT135","100.0000","0","35000.0000","70000.0000"
"admin","VT136","100.0000","0","35000.0000","70000.0000"
"admin","VT137","100.0000","0","20000.0000","40000.0000"
"admin","VT138","100.0000","0","35000.0000","70000.0000"
"admin","VT139","100.0000","0","20000.0000","40000.0000"
"admin","VT140","100.0000","0","18000.0000","36000.0000"
"admin","VT141","100.0000","0","18000.0000","36000.0000"
"admin","VT142","100.0000","0","18000.0000","36000.0000"
"admin","VT143","100.0000","0","40000.0000","80000.0000"
"admin","VT144","100.0000","0","15000.0000","30000.0000"
"admin","BT367","100.0000","0","18000.0000","36000.0000"
"admin","BT382","100.0000","0","16000.0000","32000.0000"
"admin","BT383","100.0000","0","17000.0000","34000.0000"
"admin","BT385","99.0000","1","14000.0000","28000.0000"
"admin","BT387","100.0000","0","16000.0000","32000.0000"
"admin","BT388","100.0000","0","11000.0000","22000.0000"
"admin","BT389","100.0000","0","11000.0000","22000.0000"
"admin","BT390","100.0000","0","12000.0000","24000.0000"
"admin","DC239","0.0000","0","40000.0000","80000.0000"
"admin","DC240","0.0000","0","40000.0000","80000.0000"
"admin","DC241","0.0000","0","40000.0000","80000.0000"
"admin","DC245","0.0000","0","40000.0000","80000.0000"
"admin","DC246","0.0000","0","40000.0000","80000.0000"
"admin","DC247","0.0000","0","25000.0000","50000.0000"
"admin","DC249","0.0000","0","25000.0000","50000.0000"
"admin","DC250","0.0000","0","24000.0000","48000.0000"
"admin","DC251","0.0000","0","24000.0000","48000.0000"
"admin","DC252","0.0000","0","24000.0000","48000.0000"
"admin","DH006","100.0000","1","80000.0000","160000.0000"
"admin","DH007","100.0000","1","95000.0000","190000.0000"
"admin","DH008","100.0000","0","85000.0000","170000.0000"
"admin","DH009","100.0000","0","90000.0000","180000.0000"
"admin","DH010","100.0000","0","95000.0000","190000.0000"
"admin","DH011","100.0000","0","95000.0000","190000.0000"
"admin","DH012","100.0000","1","80000.0000","160000.0000"
"admin","DH013","100.0000","0","90000.0000","180000.0000"
"admin","DH014","100.0000","0","85000.0000","170000.0000"
"admin","DH015","100.0000","1","80000.0000","160000.0000"
"admin","DH016","100.0000","0","70000.0000","140000.0000"
"admin","DH017","100.0000","1","80000.0000","160000.0000"
"admin","DH018","100.0000","0","180000.0000","360000.0000"
"admin","KT097","100.0000","0","35000.0000","70000.0000"
"admin","KT098","100.0000","0","25000.0000","50000.0000"
"admin","KT099","100.0000","0","25000.0000","50000.0000"
"admin","KT100","100.0000","0","40000.0000","80000.0000"
"admin","KT101","100.0000","0","35000.0000","70000.0000"
"admin","KT102","100.0000","1","40000.0000","80000.0000"
"admin","KT103","100.0000","0","40000.0000","80000.0000"
"admin","KT104","100.0000","1","40000.0000","80000.0000"
"admin","KT105","100.0000","0","25000.0000","50000.0000"
"admin","KT106","100.0000","0","25000.0000","50000.0000"
"admin","KT107","100.0000","0","30000.0000","60000.0000"
"admin","KT108","100.0000","0","24000.0000","48000.0000"
"admin","KT109","100.0000","0","30000.0000","60000.0000"
"admin","KT110","100.0000","0","25000.0000","50000.0000"
"admin","KT111","100.0000","0","30000.0000","60000.0000"
"admin","KT112","100.0000","0","25000.0000","50000.0000"
"admin","KT113","100.0000","0","15000.0000","30000.0000"
"admin","KT114","100.0000","0","25000.0000","50000.0000"
"admin","KT115","100.0000","0","70000.0000","140000.0000"
"admin","N218","100.0000","1","15000.0000","30000.0000"
"admin","N219","100.0000","0","15000.0000","30000.0000"
"admin","N220","100.0000","0","12000.0000","24000.0000"
"admin","N221","100.0000","0","25000.0000","50000.0000"
"admin","N222","100.0000","0","25000.0000","50000.0000"
"admin","N223","100.0000","0","25000.0000","50000.0000"
"admin","N224","100.0000","0","24000.0000","48000.0000"
"admin","N225","100.0000","0","25000.0000","50000.0000"
"admin","N226","100.0000","0","25000.0000","50000.0000"
"admin","N227","100.0000","0","20000.0000","40000.0000"
"admin","N228","100.0000","0","25000.0000","50000.0000"
"admin","N229","100.0000","1","25000.0000","50000.0000"
"admin","N230","100.0000","1","20000.0000","40000.0000"
"admin","N231","100.0000","0","20000.0000","40000.0000"
"admin","N232","100.0000","0","20000.0000","40000.0000"
"admin","N233","100.0000","0","15000.0000","30000.0000"
"admin","N234","100.0000","0","15000.0000","30000.0000"
"admin","VT145","100.0000","0","35000.0000","70000.0000"
"admin","BA080","100.0000","0","150000.0000","220000.0000"
"admin","BA081","100.0000","0","150000.0000","220000.0000"
"admin","BA082","100.0000","0","150000.0000","220000.0000"
"admin","BA083","100.0000","0","160000.0000","230000.0000"
"admin","BA084","100.0000","0","170000.0000","250000.0000"
"admin","BA085","100.0000","0","180000.0000","260000.0000"
"admin","BT391","100.0000","0","25000.0000","50000.0000"
"admin","DC253","0.0000","0","70000.0000","140000.0000"
"admin","DC254","0.0000","0","30000.0000","60000.0000"
"admin","DC255","0.0000","0","18000.0000","36000.0000"
"admin","DC256","0.0000","0","20000.0000","40000.0000"
"admin","DC257","0.0000","0","55000.0000","110000.0000"
"admin","DC258","0.0000","0","30000.0000","60000.0000"
"admin","DC259","0.0000","0","50000.0000","100000.0000"
"admin","VT146","100.0000","0","35000.0000","70000.0000"
"admin","VT147","100.0000","0","45000.0000","90000.0000"
"admin","VT148","100.0000","0","23000.0000","46000.0000"
"admin","VT149","100.0000","0","55000.0000","110000.0000"
"admin","VT150","100.0000","0","35000.0000","70000.0000"
"admin","VT151","100.0000","0","35000.0000","70000.0000"
"admin","VT152","100.0000","0","27000.0000","54000.0000"
"admin","VT153","100.0000","0","25000.0000","50000.0000"
"admin","VT154","100.0000","0","16000.0000","32000.0000"
"admin","DC260","0.0000","0","42000.0000","84000.0000"
"admin","DC261","0.0000","0","42000.0000","84000.0000"
"admin","DC262","0.0000","0","42000.0000","84000.0000"
"admin","DC263","0.0000","0","35000.0000","70000.0000"
"admin","DC264","0.0000","0","35000.0000","70000.0000"
"admin","DC265","0.0000","0","35000.0000","70000.0000"
"admin","DC266","0.0000","0","40000.0000","80000.0000"
"admin","DC267","1.0000","1","35000.0000","70000.0000"
"admin","DC268","0.0000","0","30000.0000","60000.0000"
"admin","DC269","1.0000","1","20000.0000","40000.0000"
"admin","DC270","0.0000","0","30000.0000","60000.0000"
"admin","DC271","0.0000","0","35000.0000","70000.0000"
"admin","DC272","0.0000","0","30000.0000","60000.0000"
"admin","DC273","0.0000","0","35000.0000","70000.0000"
"admin","DC274","0.0000","0","20000.0000","40000.0000"
"admin","DC275","0.0000","0","30000.0000","60000.0000"
"admin","DC276","0.0000","0","25000.0000","50000.0000"
"admin","DC277","0.0000","0","30000.0000","60000.0000"
"admin","DC278","0.0000","0","30000.0000","60000.0000"
"admin","DC279","0.0000","0","18000.0000","36000.0000"
"admin","DC280","0.0000","0","25000.0000","50000.0000"
"admin","DC281","0.0000","0","20000.0000","40000.0000"
"admin","DC282","1.0000","1","40000.0000","80000.0000"
"admin","DC283","0.0000","0","20000.0000","40000.0000"
"admin","DC284","0.0000","0","10000.0000","20000.0000"
"admin","DC285","0.0000","0","15000.0000","30000.0000"
"admin","DC286","0.0000","0","12000.0000","24000.0000"
"admin","DC287","0.0000","0","13000.0000","26000.0000"
"admin","DC288","0.0000","0","20000.0000","40000.0000"
"admin","DC289","0.0000","0","30000.0000","60000.0000"
"admin","DC290","0.0000","0","14000.0000","28000.0000"
"admin","DC291","0.0000","0","25000.0000","50000.0000"
"admin","DC292","0.0000","0","24000.0000","48000.0000"
"admin","DC293","0.0000","0","10000.0000","20000.0000"
"admin","DC294","0.0000","0","12000.0000","24000.0000"
"admin","DC295","1.0000","1","25000.0000","50000.0000"
"admin","DC296","0.0000","0","60000.0000","120000.0000"
"admin","DC297","0.0000","0","60000.0000","120000.0000"
"admin","DC298","0.0000","0","110000.0000","220000.0000"
"admin","DC299","1.0000","1","60000.0000","120000.0000"
"admin","DC300","0.0000","0","50000.0000","100000.0000"
"admin","DC301","0.0000","0","35000.0000","70000.0000"
"admin","DC302","0.0000","0","65000.0000","130000.0000"
"admin","DC303","0.0000","0","30000.0000","60000.0000"
"admin","DC304","0.0000","0","30000.0000","60000.0000"
"admin","DC305","0.0000","0","25000.0000","50000.0000"
"admin","DC306","0.0000","0","24000.0000","48000.0000"
"admin","DC307","0.0000","0","20000.0000","40000.0000"
"admin","DC308","0.0000","0","24000.0000","48000.0000"
"admin","DC309","0.0000","0","30000.0000","60000.0000"
"admin","DC310","0.0000","0","30000.0000","60000.0000"
"admin","DC311","0.0000","0","25000.0000","50000.0000"
"admin","DC312","0.0000","0","24000.0000","48000.0000"
"admin","DC313","0.0000","0","12000.0000","24000.0000"
"admin","DC314","0.0000","0","16000.0000","32000.0000"
"admin","DC315","0.0000","0","20000.0000","40000.0000"
"admin","DC316","0.0000","0","21000.0000","42000.0000"
"admin","DC317","0.0000","0","24000.0000","48000.0000"
"admin","DC318","0.0000","0","20000.0000","40000.0000"
"admin","KT116","100.0000","0","25000.0000","50000.0000"
"admin","KT117","100.0000","0","25000.0000","50000.0000"
"admin","KT118","100.0000","0","25000.0000","50000.0000"
"admin","KT119","100.0000","0","25000.0000","50000.0000"
"admin","N235","100.0000","0","10000.0000","20000.0000"
"admin","N236","97.0000","1","10000.0000","20000.0000"
"admin","N237","96.0000","1","15000.0000","30000.0000"
"admin","N238","100.0000","1","15000.0000","30000.0000"
"admin","N239","100.0000","0","12000.0000","24000.0000"
"admin","N240","100.0000","0","12000.0000","24000.0000"
"admin","N241","100.0000","0","18000.0000","36000.0000"
"admin","N242","100.0000","0","24000.0000","48000.0000"
"admin","N243","100.0000","0","35000.0000","70000.0000"
"admin","N244","100.0000","0","35000.0000","70000.0000"
"admin","N245","100.0000","0","20000.0000","40000.0000"
"admin","N246","100.0000","0","18000.0000","36000.0000"
"admin","N247","100.0000","0","20000.0000","40000.0000"
"admin","N248","100.0000","0","25000.0000","50000.0000"
"admin","N249","100.0000","0","25000.0000","50000.0000"
"admin","N250","100.0000","0","25000.0000","50000.0000"
"admin","N251","100.0000","0","25000.0000","50000.0000"
"admin","N252","100.0000","0","15000.0000","30000.0000"
"admin","N253","100.0000","0","18000.0000","36000.0000"
"admin","N254","100.0000","0","16000.0000","32000.0000"
"admin","N255","100.0000","0","20000.0000","40000.0000"
"admin","N256","100.0000","0","17000.0000","34000.0000"
"admin","N257","100.0000","0","25000.0000","50000.0000"
"admin","N258","100.0000","0","25000.0000","50000.0000"
"admin","N259","100.0000","0","26000.0000","52000.0000"
"admin","N260","100.0000","0","25000.0000","50000.0000"
"admin","N261","100.0000","0","20000.0000","40000.0000"
"admin","N262","100.0000","0","20000.0000","40000.0000"
"admin","N263","100.0000","0","10000.0000","20000.0000"
"admin","VT155","100.0000","0","20000.0000","40000.0000"
"admin","VT156","100.0000","1","20000.0000","40000.0000"
"admin","BT392","100.0000","0","25000.0000","50000.0000"
"admin","BT393","100.0000","0","25000.0000","50000.0000"
"admin","BT394","100.0000","1","24000.0000","48000.0000"
"admin","BT395","100.0000","0","24000.0000","48000.0000"
"admin","BT396","100.0000","0","25000.0000","50000.0000"
"admin","BT397","100.0000","0","24000.0000","48000.0000"
"admin","BT398","100.0000","0","25000.0000","50000.0000"
"admin","BT399","100.0000","0","24000.0000","48000.0000"
"admin","BT400","100.0000","0","18000.0000","36000.0000"
"admin","BT401","100.0000","0","25000.0000","50000.0000"
"admin","BT402","100.0000","0","25000.0000","50000.0000"
"admin","BT403","100.0000","0","25000.0000","50000.0000"
"admin","BT404","100.0000","0","25000.0000","50000.0000"
"admin","BT405","100.0000","0","25000.0000","50000.0000"
"admin","BT406","100.0000","0","25000.0000","50000.0000"
"admin","BT407","100.0000","0","24000.0000","48000.0000"
"admin","BT408","100.0000","0","25000.0000","50000.0000"
"admin","BT409","100.0000","0","16000.0000","32000.0000"
"admin","BT410","100.0000","0","16000.0000","32000.0000"
"admin","BT411","100.0000","0","18000.0000","36000.0000"
"admin","BT412","100.0000","0","18000.0000","36000.0000"
"admin","BT413","100.0000","1","16000.0000","32000.0000"
"admin","BT414","100.0000","1","16000.0000","32000.0000"
"admin","BT415","100.0000","0","20000.0000","40000.0000"
"admin","BT416","100.0000","0","18000.0000","36000.0000"
"admin","BT417","100.0000","0","16000.0000","32000.0000"
"admin","BT418","100.0000","0","17000.0000","34000.0000"
"admin","BT419","100.0000","0","16000.0000","32000.0000"
"admin","BT420","100.0000","0","15000.0000","30000.0000"
"admin","BT421","100.0000","0","11000.0000","22000.0000"
"admin","BT422","100.0000","0","12000.0000","24000.0000"
"admin","BT423","100.0000","0","18000.0000","36000.0000"
"admin","BT424","100.0000","0","18000.0000","36000.0000"
"admin","BT425","100.0000","0","18000.0000","36000.0000"
"admin","BT426","100.0000","0","16000.0000","32000.0000"
"admin","BT427","100.0000","0","19000.0000","38000.0000"
"admin","BT428","100.0000","0","19000.0000","38000.0000"
"admin","BT429","100.0000","0","12000.0000","24000.0000"
"admin","BT430","100.0000","0","16000.0000","32000.0000"
"admin","BT431","100.0000","0","25000.0000","50000.0000"
"admin","BT432","100.0000","1","15000.0000","30000.0000"
"admin","BT433","100.0000","1","13000.0000","26000.0000"
"admin","BT434","100.0000","1","13000.0000","26000.0000"
"admin","BT435","100.0000","1","25000.0000","50000.0000"
"admin","BT436","100.0000","0","13000.0000","26000.0000"
"admin","BT437","100.0000","0","22000.0000","44000.0000"
"admin","BT438","100.0000","0","20000.0000","40000.0000"
"admin","BT439","100.0000","0","25000.0000","50000.0000"
"admin","BT440","100.0000","0","23000.0000","46000.0000"
"admin","BT441","100.0000","0","20000.0000","40000.0000"
"admin","BT442","100.0000","0","13000.0000","26000.0000"
"admin","BT443","100.0000","0","13000.0000","26000.0000"
"admin","BT444","100.0000","0","20000.0000","40000.0000"
"admin","BT445","100.0000","0","13000.0000","26000.0000"
"admin","BT446","100.0000","0","11000.0000","22000.0000"
"admin","DC322","0.0000","0","15000.0000","30000.0000"
"admin","BT447","100.0000","0","14000.0000","28000.0000"
"admin","BT448","100.0000","0","15000.0000","30000.0000"
"admin","BT449","99.0000","1","20000.0000","40000.0000"
"admin","BT450","100.0000","0","20000.0000","40000.0000"
"admin","BT451","100.0000","0","22000.0000","44000.0000"
"admin","DC323","0.0000","0","45000.0000","90000.0000"
"admin","DC324","0.0000","0","42000.0000","84000.0000"
"admin","DC325","0.0000","0","40000.0000","80000.0000"
"admin","DC326","0.0000","0","38000.0000","76000.0000"
"admin","DC327","0.0000","0","45000.0000","90000.0000"
"admin","DC328","0.0000","0","42000.0000","84000.0000"
"admin","DC329","0.0000","0","42000.0000","84000.0000"
